표제어	품사	세종태그	어깨번호	뜻풀이	지역
되돌어들다	[동사][방언]	VV	00_00_00	되돌아들다	4
되돌어보다	[동사][방언]	VV	00_00_00	되돌아보다	4
되돌어세다	[동사][방언]	VV	00_00_00	되돌아서다	4
되돌어오다	[동사][방언]	VV	00_00_00	되돌아오다	4
되려	[부사][방언]	MAG	00_00_00	도리어	4, 6, 7, 8, 11
되련님	[명사][방언]	NNG	00_00_00	도련님	4, 11
되루	[부사][방언]	MAG	01_00_00	도로	4, 12, 15
되매다	[동사][방언]	VV	00_00_00	동여매다	4
되멕히다	[동사][방언]	VV	00_00_00	되먹히다	4
되미	[명사][방언]	NNG	02_00_00	도미	4, 7, 8, 9, 11, 15
되바래지다	[동사][방언]	VV	00_00_00	되바라지다	4
되배	[명사][방언]	NNG	00_00_00	도배	4, 11, 12, 15
되배지	[명사][방언]	NNG	00_00_00	도배지	4
되새금질	[명사][방언]	NNG	00_00_00	되새김질	4
되엿	[명사][방언]	NNG	00_00_00	갱엿	4
되잡아	[부사][방언]	MAG	00_00_00	되곱쳐	4
되잽히다	[동사][방언]	VV	00_00_00	되잡히다	4
되지	[명사][방언]	NNG	00_00_00	돼지	4, 7, 8
된내기	[명사][방언]	NNG	00_00_00	된서리	4
된사나	[명사][방언]	NNG	00_00_00	된서방	4
됩더	[부사][방언]	MAG	00_00_00	도리어	4, 8, 9, 11, 12
됩데	[부사][방언]	MAG	00_00_00	도리어	4, 9
됫발차기	[명사][방언]	NNG	00_00_00	외알제기	4
됭기다	[동사][방언]	VV	00_00_00	동이다	4
됭이다	[동사][방언]	VV	00_00_00	동이다	4, 5, 6, 8, 9, 11, 12
두	[명사][방언]	NNG	03_00_00	뒤	4, 16
두거리	[명사][방언]	NNG	02_00_00	둑	4
두구두구	[부사][방언]	MAG	00_00_00	두고두고	4
두근반두근반	[부사][방언]	MAG	00_00_00	두근두근	4
두꺼부	[명사][방언]	NNG	00_00_00	두꺼비	4
두껑	[명사][방언]	NNG	03_00_00	뚜껑	4, 9, 10, 11, 12
두께비	[명사][방언]	NNG	00_00_00	두꺼비	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20
두꿰비	[명사][방언]	NNG	00_00_00	두꺼비	4, 5
두나	[수사][방언]	NR	01_00_00	둘	4, 6
두더쥐	[명사][방언]	NNG	00_00_00	두더지	4, 9, 11, 12
두덕	[명사][방언]	NNG	02_00_01	두둑	4
두덕	[명사][방언]	NNG	02_00_02	둔덕	4, 6, 7
두덕지	[명사][방언]	NNG	02_00_00	두더지	4
두데기	[명사][방언]	NNG	01_00_00	누더기	4
두뎅이	[명사][방언]	NNG	00_00_00	두덩	4
두동벼개	[명사][방언]	NNG	00_00_00	두동베개	4
두동비개	[명사][방언]	NNG	00_00_00	두동베개	4
두두레기	[명사][방언]	NNG	02_00_00	두드러기	4, 5, 7, 8, 9, 10, 11, 12
두두렝이	[명사][방언]	NNG	00_00_00	두드러기	4
두드라기	[명사][방언]	NNG	00_00_00	두드러기	4
두드레기	[명사][방언]	NNG	00_00_00	두드러기	4, 5, 6, 7, 9, 11, 12
두디레기	[명사][방언]	NNG	00_00_00	두드러기	4, 5, 6, 7, 9, 12
두란	[명사][방언]	NNG	01_00_00	뒤란	4
두럭	[명사][방언]	NNG	02_00_00	두둑	4
두럭	[명사][방언]	NNG	03_00_00	두렁	4
두럽다	[형용사][방언]	VA	00_00_00	두렵다	4, 6, 7, 8, 12, 13, 14, 15, 16, 18, 19, 20
두렁멍석	[명사][방언]	NNG	00_00_00	도래방석	4
두렁반	[명사][방언]	NNG	00_00_00	두리반	4
두렁초매	[명사][방언]	NNG	00_00_00	두렁이	4
두렁치매	[명사][방언]	NNG	00_00_00	두렁이	4, 8, 9
두레미	[명사][방언]	NNG	00_00_00	두름	4, 11
두레워하다	[동사][방언]	VV	00_00_00	두려워하다	4
두렘	[명사][방언]	NNG	01_00_00	두름	4
두렘	[명사][의존][방언]	NNB	02_00_00	두름	4
두렙다	[형용사][방언]	VA	00_00_00	두렵다	4, 15, 16, 18
두렝이	[명사][방언]	NNG	02_00_00	두렁이	4, 5, 9, 11, 12
두렝이	[명사][방언]	NNG	01_00_00	둘치	4
두루강지	[명사][방언]	NNG	00_00_00	광주리	4
두루광이	[명사][방언]	NNG	00_00_00	멱둥구미	4
두루광지	[명사][방언]	NNG	00_00_00	멱둥구미	4
두루괭이	[명사][방언]	NNG	00_00_00	광주리	4
두루망	[명사][방언]	NNG	00_00_00	짚방석	4
두루매	[명사][방언]	NNG	00_00_00	두루마기	4
두루워하다	[동사][방언]	VV	00_00_00	두려워하다	4
두룹다	[형용사][방언]	VA	00_00_00	두렵다	4, 7
두뤄눗다	[동사][방언]	VV	00_00_00	드러눕다	4, 5
두뤼미	[명사][방언]	NNG	00_00_00	두루미	4
두르매기	[명사][방언]	NNG	00_00_00	두루마기	4, 6, 9, 15
두릅다	[형용사][방언]	VA	00_00_00	두렵다	4
두리뭉시리하다	[형용사][방언]	VA	00_00_00	두루뭉술하다	4
두발도지	[명사][방언]	NNG	00_00_00	두발짐승	4
두발토시	[명사][방언]	NNG	00_00_00	두발짐승	4
두부초물	[명사][방언]	NNG	00_00_00	순물	4
두비다	[동사][방언]	VV	00_00_00	뒤집다	4
두우리	[명사][방언]	NNG	00_00_00	둥우리	4, 6, 7, 8, 9, 11, 12
두잡다	[동사][방언]	VV	00_00_00	뒤집다	4
두잡아쓰다	[동사][방언]	VV	00_00_00	뒤집어쓰다	4
두잡히다	[동사][방언]	VV	00_00_00	뒤집히다	4
두재지	[명사][방언]	NNG	00_00_00	두더지	4
두저기	[명사][방언]	NNG	00_00_00	두더지	4, 11
두제기	[명사][방언]	NNG	00_00_00	두더지	4
두지기	[명사][방언]	NNG	00_00_00	두더지	4, 8, 9, 11, 12
두집다	[동사][방언]	VV	00_00_00	뒤집다	4, 8, 11, 12
두째큰아버지	[명사][방언]	NNG	00_00_00	둘째아버지	4, 11, 12
두척대다	[동사][방언]	VV	00_00_00	뒤척대다	4
두척이다	[동사][방언]	VV	00_00_00	뒤척이다	4
두치	[명사][방언]	NNG	02_00_00	둘치	4
두치다	[동사][방언]	VV	00_00_00	뒤집다	4
두트레기	[명사][방언]	NNG	00_00_00	두드러기	4, 5
둔데기	[명사][방언]	NNG	00_00_00	둔덕	4
둔챙이	[명사][방언]	NNG	00_00_00	둔치	4
둔텡이	[명사][방언]	NNG	00_00_00	둔치	4
둘개	[명사][방언]	NNG	00_00_00	두레	4
둘눕다	[동사][방언]	VV	00_00_00	드러눕다	4
둘라미다	[동사][방언]	VV	00_00_00	둘러메다	4
둘라치다	[동사][방언]	VV	00_00_00	둘러치다	4
둘러세다	[동사][방언]	VV	00_00_00	둘러서다	4
둘러스다	[동사][방언]	VV	00_00_00	둘러서다	4
둘루다	[동사][방언]	VV	01_00_00	두르다	4
둘째큰아버지	[명사][방언]	NNG	00_00_00	둘째아버지	4, 5, 12
둘채큰아버지	[명사][방언]	NNG	00_00_00	둘째아버지	4
둘펭이지다	[동사][방언]	VV	00_00_00	들피지다	4
둘피지다	[동사][방언]	VV	00_00_00	들피지다	4
둠기	[명사][방언]	NNG	00_00_00	쟁반	4, 9
둥구니	[명사][방언]	NNG	00_00_00	둥구미	4, 5, 12
둥구마리	[명사][방언]	NNG	00_00_00	멱둥구미	4
둥구메이	[명사][방언]	NNG	00_00_00	멱둥구미	4
둥구멩이	[명사][방언]	NNG	00_00_00	둥구미	4
둥구시룸하다	[형용사][방언]	VA	00_00_00	둥그스름하다	4
둥굴다	[동사][방언]	VV	00_00_00	뒹굴다	4
둥굴둥굴	[부사][방언]	MAG	00_00_00	둥글둥글	4, 6
둥굴러하다	[형용사][방언]	VA	00_00_00	둥그렇다	4
둥귀미	[명사][방언]	NNG	00_00_00	둥구미	4, 5, 11, 12
둥그랭이	[명사][방언]	NNG	00_00_00	다리쇠	4
둥그럽다	[형용사][방언]	VA	00_00_00	둥그렇다	4, 7, 9, 11, 12, 20
둥그레이	[명사][방언]	NNG	00_00_00	삼발이	4
둥기둥기	[감탄사][방언]	IC	00_00_00	둥개둥개	4
둥기질	[명사][방언]	NNG	00_00_00	둥개질	4
둥지리	[명사][방언]	NNG	00_00_02	둥우리	4, 6, 7, 9
둥지리	[명사][방언]	NNG	00_00_01	둥지	4
둥지리	[명사][방언]	NNG	00_00_03	멱둥구미	4
둥지미	[명사][방언]	NNG	00_00_00	둥우리	4
뒈따	[부사][방언]	MAG	00_00_00	도리어	4, 8, 9, 11, 12
뒈떼	[부사][방언]	MAG	00_00_00	도리어	4, 8, 9, 11, 12
뒈매다	[동사][방언]	VV	00_00_00	동여매다	4
뒈씨다	[동사][방언]	VV	01_00_00	뒤쓰다	4
뒈지머리	[명사][방언]	NNG	00_00_00	돼지머리	4, 5
뒝이다	[동사][방언]	VV	00_00_00	동이다	4, 6, 10
뒤게	[부사][방언]	MAG	00_00_00	되게	4
뒤꺼부	[명사][방언]	NNG	00_00_00	두꺼비	4
뒤꽁무이	[명사][방언]	NNG	00_00_00	뒤꽁무니	4
뒤꿈지	[명사][방언]	NNG	00_00_00	뒤꿈치	4, 12
뒤끼다	[동사][방언]	VV	00_00_00	뒤집다	4, 8
뒤더프다	[동사][방언]	VV	00_00_00	뒤덮다	4
뒤도지	[명사][방언]	NNG	00_00_00	두더지	4
뒤돌어보다	[동사][방언]	VV	00_00_00	뒤돌아보다	4
뒤디지	[명사][방언]	NNG	00_00_00	두더지	4
뒤따러가다	[동사][방언]	VV	00_00_00	뒤따라가다	4
뒤따러오다	[동사][방언]	VV	00_00_00	뒤따라오다	4
뒤뚜박거리다	[동사][방언]	VV	00_00_00	뒤뚝거리다	4
뒤뚜박뒤뚜박	[부사][방언]	MAG	00_00_00	뒤뚝뒤뚝	4
뒤레움물	[명사][방언]	NNG	00_00_00	두레우물	4
뒤배다	[동사][방언]	VV	00_00_00	뒤집다	4
뒤배지다	[동사][방언]	VV	02_00_00	뒈지다	4
뒤비	[명사][방언]	NNG	00_00_00	두부	4, 7
뒤비다	[동사][방언]	VV	00_00_00	뒤지다	4
뒤섺이다	[동사][방언]	VV	00_00_00	뒤섞이다	4
뒤실럭거리다	[동사][방언]	VV	00_00_00	뒤스럭거리다	4
뒤안질	[명사][방언]	NNG	00_00_00	뒤안길	4
뒤엄	[명사][방언]	NNG	00_00_00	두엄	4, 8, 17
뒤엠	[명사][방언]	NNG	00_00_00	두엄	4
뒤잡기	[명사][방언]	NNG	00_00_00	뒤집기	4
뒤잡다	[동사][방언]	VV	02_00_00	뒤집다	4, 12
뒤잡아쓰다	[동사][방언]	VV	00_00_00	뒤집어쓰다	4
뒤잡어씨다	[동사][방언]	VV	00_00_00	뒤집어쓰다	4
뒤잡어씨키다	[동사][방언]	VV	00_00_00	뒤집어씌우다	4
뒤잡어엎다	[동사][방언]	VV	00_00_00	뒤집어엎다	4
뒤제기	[명사][방언]	NNG	00_00_00	두더지	4
뒤지	[명사][방언]	NNG	01_00_00	뒤주	4, 6, 8, 9, 13, 14, 15, 16
뒤지기	[명사][방언]	NNG	01_00_00	두더지	4, 6, 8
뒤집어씨키다	[동사][방언]	VV	00_00_00	뒤집어씌우다	4
뒤짝	[명사][방언]	NNG	00_00_00	뒤쪽	4
뒤처덕거리다	[동사][방언]	VV	00_00_00	뒤척거리다	4
뒤치기	[명사][방언]	NNG	00_00_00	두더지	4
뒤통새이	[명사][방언]	NNG	00_00_00	뒤통수	4
뒤통세	[명사][방언]	NNG	00_00_00	뒤통수	4, 5
뒤통세이	[명사][방언]	NNG	00_00_00	뒤통수	4, 5
뒤통시이	[명사][방언]	NNG	00_00_00	뒤통수	4
뒤통씨	[명사][방언]	NNG	00_00_00	뒤통수	4, 6
뒤퉁시	[명사][방언]	NNG	00_00_00	뒤통수	4
뒤펜	[명사][방언]	NNG	00_00_00	뒤편	4
뒤펜짝	[명사][방언]	NNG	00_00_00	뒤편짝	4
뒷달구	[명사][방언]	NNG	00_00_00	뒷다리	4
뒷달구리	[명사][방언]	NNG	00_00_00	뒷다리	4
뒷바람	[명사][방언]	NNG	00_00_00	북풍	4
뒷벡	[명사][방언]	NNG	00_00_00	뒷벽	4
뒷잔등	[명사][방언]	NNG	00_00_00	등	4, 6, 13, 15, 17
뒹박	[명사][방언]	NNG	00_00_00	뒤웅박	4
드라박	[명사][방언]	NNG	00_00_00	두레박	4
드러	[부사][방언]	MAG	01_00_00	더러	4, 6, 11
드럭	[명사][방언]	NNG	00_00_00	두렁	4
드럽다	[형용사][방언]	VA	00_00_00	더럽다	4, 6, 8, 9, 11, 12, 17
드레물	[명사][방언]	NNG	00_00_00	우물	4
드레바가지	[명사][방언]	NNG	00_00_00	두레박	4
드레박	[명사][방언]	NNG	00_00_00	두레박	4, 6
드레박웅굴	[명사][방언]	NNG	00_00_00	두레우물	4
드레박줄	[명사][방언]	NNG	00_00_00	두레박줄	4
드레움물	[명사][방언]	NNG	00_00_00	두레우물	4, 5
드레웅굴	[명사][방언]	NNG	00_00_00	두레우물	4
드렘물	[명사][방언]	NNG	00_00_00	두레우물	4
드루	[명사][방언]	NNG	00_00_00	들	4
드룹다	[형용사][방언]	VA	00_00_00	더럽다	4
드룹히다	[동사][방언]	VV	00_00_00	더럽히다	4
드르박	[명사][방언]	NNG	00_00_00	두레박	4, 14
드르박웅굴	[명사][방언]	NNG	00_00_00	두레우물	4
드르배기	[명사][방언]	NNG	00_00_00	두레박	4
드름네	[명사][방언]	NNG	00_00_00	집들이	4
드릅	[명사][방언]	NNG	00_00_00	두릅	4
드릅다	[형용사][방언]	VA	00_00_00	더럽다	4
드릎	[명사][방언]	NNG	00_00_00	두릅	4
드릎낭그	[명사][방언]	NNG	00_00_00	두릅나무	4
드릎낭기	[명사][방언]	NNG	00_00_00	두릅나무	4
드물	[명사][방언]	NNG	02_00_00	진딧물	4
드베이	[명사][방언]	NNG	00_00_00	뚜껑	4
드부	[명사][방언]	NNG	02_00_00	두부	4, 5, 6, 7, 15, 20
드부룩하다	[형용사][방언]	VA	00_00_00	더부룩하다	4
드부찌개	[명사][방언]	NNG	00_00_00	두부찌개	4
드수기	[명사][방언]	NNG	00_00_00	덜미	4
드어리	[명사][방언]	NNG	00_00_00	등	4, 6, 7, 8, 9, 10, 11, 12
드에	[명사][방언]	NNG	00_00_00	등에	4, 6, 7, 11, 12, 16, 18
드잽이	[명사][방언]	NNG	00_00_00	드잡이	4
든눕다	[동사][방언]	VV	00_00_00	드러눕다	4
든드배기	[명사][방언]	NNG	00_00_00	언덕배기	4
든들배기	[명사][방언]	NNG	00_00_00	언덕배기	4
들	[부사][방언]	MAG	04_00_00	덜	4, 5
들고마니	[명사][방언]	NNG	00_00_00	며느리밑씻개	4
들고번지다	[동사][방언]	VV	00_00_00	들고버리다	4
들구패다	[동사][방언]	VV	00_00_00	들고패다	4
들국화	[명사][방언]	NNG	00_00_00	감국	4
들그무레하다	[형용사][방언]	VA	00_00_00	들큼하다	4
들그무리하다	[형용사][방언]	VA	00_00_00	들큼하다	4
들되다	[형용사][방언]	VA	00_00_00	덜되다	4
들떨어지다	[형용사][방언]	VA	00_00_00	덜떨어지다	4
들뜰어지다	[형용사][방언]	VA	00_00_00	덜떨어지다	4
들라닥날라닥	[부사][방언]	MAG	00_00_00	들락날락	4
들라당날라당	[부사][방언]	MAG	00_00_00	들랑날랑	4
들러재우다	[동사][방언]	VV	00_00_00	두려빼다	4
들롱	[명사][방언]	NNG	00_00_00	달래	4
들리키다	[동사][방언]	VV	01_00_00	들리다	4
들리키다	[동사][방언]	VV	02_00_00	들리다	4
들리키다	[동사][방언]	VV	03_00_00	들리다	4
들바아	[명사][방언]	NNG	00_00_00	디딜방아	4
들볶이키다	[동사][방언]	VV	00_00_00	들볶이다	4
들부시다	[동사][방언]	VV	00_00_00	들부수다	4
