표제어	품사	세종태그	어깨번호	뜻풀이	지역
가꼼살이	[명사][방언]	NNG	00_00_00	소꿉질	9
가난배기	[명사][방언]	NNG	00_00_00	가난뱅이	8, 9
가남	[명사][방언]	NNG	00_00_00	가늠	8, 9, 10
가녑허다	[동사][방언]	VV	00_00_00	간섭하다	8, 9
가노롬허다	[형용사][방언]	VA	00_00_00	가느스름하다	8, 9
가눌다	[형용사][방언]	VA	00_00_00	가늘다	6, 8, 9, 18
가느소롬허다	[형용사][방언]	VA	00_00_00	가느스름하다	8, 9
가느소름허다	[형용사][방언]	VA	00_00_00	가느스름하다	8, 9
가느스럼하다	[형용사][방언]	VA	00_00_00	가느스름하다	8, 9
가느스롬허다	[형용사][방언]	VA	00_00_00	가느스름하다	8, 9
가는갈키노믈	[명사][방언]	NNG	00_00_00	가는갈퀴나물	8, 9
가는비	[명사][방언]	NNG	00_00_00	가랑비	5, 6, 8, 9, 11, 13, 14, 15, 16, 17, 18, 20
가늘허다	[형용사][방언]	VA	00_00_00	가늘다	8, 9
가다구	[명사][방언]	NNG	00_00_00	가닥	8, 9
가달썩	[명사][방언]	NNG	00_00_00	자갈	8, 9, 10
가둥끄리다	[동사][방언]	VV	00_00_00	가든그리다	8, 9
가둬지다	[동사][방언]	VV	00_00_00	갇히다	9
가라치다	[동사][방언]	VV	00_00_00	가리키다	4, 5, 6, 7, 8, 9, 10, 11, 12
가라투	[명사][방언]	NNG	00_00_00	가래톳	9
가락홀태	[명사][방언]	NNG	00_00_00	벼훑이	8, 9, 11
가랍다	[형용사][방언]	VA	00_00_00	가렵다	6, 8, 9, 10, 13, 15, 16, 18, 20
가래고쟁이	[명사][방언]	NNG	00_00_00	고쟁이	8, 9
가래꼬장중우	[명사][방언]	NNG	00_00_00	고쟁이	9
가래똘	[명사][방언]	NNG	00_00_00	가래톳	9
가래매	[명사][방언]	NNG	00_00_00	가르마	6, 9
가래이	[명사][방언]	NNG	00_00_00	가랑이	4, 5, 6, 7, 8, 9, 10, 11, 12
가래중우	[명사][방언]	NNG	00_00_00	중의	8, 9
가래추자	[명사][방언]	NNG	00_00_00	가래	6, 7, 9, 12
가래투	[명사][방언]	NNG	00_00_00	가래톳	9
가루나무	[명사][방언]	NNG	00_00_00	솔가리	9
가루마	[명사][방언]	NNG	00_00_00	가르마	9, 11, 17
가루매	[명사][방언]	NNG	00_00_00	가르마	9
가룹다	[형용사][방언]	VA	00_00_00	가렵다	4, 7, 9, 10
가르매	[명사][방언]	NNG	00_00_00	가르마	4, 6, 7, 8, 9, 11, 12, 15, 18, 20
가르스름하다	[형용사][방언]	VA	00_00_00	가느스름하다	9
가르쟁이	[명사][방언]	NNG	00_00_00	가랑이	9, 11
가리내다	[동사][방언]	VV	00_00_00	가려내다	6, 9
가리때	[명사][방언]	NNG	00_00_00	가래톳	8, 9, 11
가리매	[명사][방언]	NNG	00_00_00	가르마	5, 6, 7, 8, 9, 11, 15, 18, 20
가리미	[명사][방언]	NNG	00_00_00	가르마	6, 7, 9, 15, 20
가리생이	[명사][방언]	NNG	00_00_00	가리사니	8, 9
가리재이	[명사][방언]	NNG	00_00_00	가랑이	9
가마구	[명사][방언]	NNG	00_00_00	까마귀	4, 6, 8, 9, 10, 13, 14, 15, 18, 19
가마솟	[명사][방언]	NNG	00_00_00	가마솥	5, 8, 9, 11, 12
가마이	[명사][방언]	NNG	00_00_00	가마니	4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 20
가막살이	[명사][방언]	NNG	00_00_00	감옥살이	8, 9
가말치	[명사][방언]	NNG	00_00_00	가물치	9
가매바가치	[명사][방언]	NNG	00_00_00	가맛바가지	8, 9
가매박적	[명사][방언]	NNG	00_00_00	가맛바가지	9
가매솟	[명사][방언]	NNG	00_00_00	가마솥	8, 9
가매솥	[명사][방언]	NNG	00_00_00	가마솥	4, 6, 7, 8, 9, 11, 12, 13, 14
가매이	[명사][방언]	NNG	00_00_00	가마니	6, 7, 8, 9
가무니	[명사][방언]	NNG	00_00_00	가마니	4, 5, 6, 7, 8, 9, 10, 11, 12
가무럼	[명사][방언]	NNG	00_00_00	가뭄	8, 9
가무룸	[명사][방언]	NNG	00_00_00	가뭄	9
가무지다	[동사][방언]	VV	00_00_00	삐다	8, 9
가물치다	[동사][방언]	VV	00_00_00	가무러치다	4, 8, 9
가믐	[명사][방언]	NNG	00_00_00	가뭄	6, 8, 9, 10, 11, 12
가미때기	[명사][방언]	NNG	00_00_00	가마니때기	7, 9
가부진디	[명사][방언]	NNG	00_00_00	진드기	9, 12
가붑다	[형용사][방언]	VA	00_00_00	가볍다	4, 8, 9, 10, 11, 12, 13, 14, 19
가상다리	[명사][방언]	NNG	00_00_00	가장자리	8, 9
가상이	[명사][방언]	NNG	00_00_00	가	4, 6, 7, 8, 9, 11, 12
가새	[명사][방언]	NNG	01_00_00	가위	5, 6, 7, 8, 9, 11, 12
가새기	[명사][방언]	NNG	00_00_00	가위	8, 9
가새눌리다	[동사][방언]	VV	00_00_00	가위눌리다	8, 9
가새다리	[명사][방언]	NNG	00_00_00	가위다리	4, 5, 7, 8, 9, 13, 15, 16, 18, 20
가생이	[명사][방언]	NNG	00_00_00	가장자리	5, 9
가세기	[명사][방언]	NNG	00_00_00	가위	6, 7, 8, 9
가스나이	[명사][방언]	NNG	00_00_00	계집아이	4, 5, 6, 7, 8, 9, 11, 12
가스내	[명사][방언]	NNG	00_00_00	계집아이	6, 8, 9
가슴배기	[명사][방언]	NNG	00_00_00	가슴패기	8, 9
가승아	[명사][방언]	NNG	00_00_00	계집	9
가시가재미	[명사][방언]	NNG	00_00_00	가시가자미	8, 9
가시괴기	[명사][방언]	NNG	00_00_00	가시고기	8, 9
가시낭탱이	[명사][방언]	NNG	00_00_00	계집애	8, 9
가시내	[명사][방언]	NNG	00_00_01	계집아이	6, 7, 8, 9
가시라구	[명사][방언]	NNG	00_00_00	가시랭이	9
가시랑풀	[명사][방언]	NNG	00_00_00	가시랭이	9
가시마데기	[명사][방언]	NNG	00_00_00	가슴패기	8, 9
가시보시	[명사][방언]	NNG	00_00_00	가시버시	9
가시아범	[명사][방언]	NNG	00_00_00	가시아버지	9
가시아범	[명사][방언]	NNG	00_00_00	가시아비	9
가시장클	[명사][방언]	NNG	00_00_00	가시덤불	8, 9
가실보리	[명사][방언]	NNG	00_00_00	가을보리	6, 8, 9
가실일허다	[동사][방언]	VV	00_00_00	가을일하다	9
가실하다	[동사][방언]	VV	00_00_00	가을하다	6, 7, 8, 9, 12
가실허다	[동사][방언]	VV	00_00_00	가을하다	8, 9
가심둘레	[명사][방언]	NNG	00_00_00	가슴둘레	4, 8, 9
가심배기	[명사][방언]	NNG	00_00_00	가슴패기	7, 8, 9
가심뻬	[명사][방언]	NNG	00_00_00	가슴뼈	4, 8, 9
가심속	[명사][방언]	NNG	00_00_00	가슴속	4, 8, 9
가심앓이	[명사][방언]	NNG	00_00_00	가슴앓이	7, 8, 9
가심지느러미	[명사][방언]	NNG	00_00_00	가슴지느러미	8, 9
가심통	[명사][방언]	NNG	00_00_00	가슴통	4, 8, 9
가얼	[명사][방언]	NNG	00_00_00	가을	9, 20
가온데손가락	[명사][방언]	NNG	00_00_00	가운뎃손가락	9
가온데손그락	[명사][방언]	NNG	00_00_00	가운뎃손가락	9
가우리	[명사][방언]	NNG	00_00_00	가오리	4, 6, 7, 8, 9, 10
가운데손고락	[명사][방언]	NNG	00_00_00	가운뎃손가락	9, 11
가운데손구락	[명사][방언]	NNG	00_00_00	가운뎃손가락	8, 9, 11, 12
가운데손그락	[명사][방언]	NNG	00_00_00	가운뎃손가락	9
가운데큰아부지	[명사][방언]	NNG	00_00_00	둘째아버지	8, 9
가웃밥	[명사][방언]	NNG	00_00_00	가윗밥	8, 9
가을버리	[명사][방언]	NNG	00_00_00	가을보리	5, 9
가을추수하다	[동사][방언]	VV	00_00_00	가을하다	5, 9
가을추수허다	[동사][방언]	VV	00_00_00	가을하다	9
가이나	[명사][방언]	NNG	00_00_00	계집아이	6, 8, 9
가이내	[명사][방언]	NNG	00_00_00	계집아이	8, 9
가자구	[명사][방언]	NNG	00_00_00	배	8, 9
가재미젓	[명사][방언]	NNG	00_00_00	가자미젓	8, 9
가재미조림	[명사][방언]	NNG	00_00_00	가자미조림	8, 9
가재이	[명사][방언]	NNG	00_00_00	가지	6, 7, 8, 9, 10, 11, 12, 15, 16
가조론이	[부사][방언]	MAG	00_00_00	가지런히	9
가주고오다	[동사][방언]	VV	00_00_00	가져오다	7, 9
가주오다	[동사][방언]	VV	00_00_00	가져오다	4, 6, 7, 8, 9, 12, 15, 16, 17
가지고오다	[동사][방언]	VV	00_00_00	가져오다	4, 6, 7, 8, 9, 11, 12
가지라이	[명사][방언]	NNG	00_00_00	가랑이	9
가지랑	[명사][방언]	NNG	00_00_00	가랑이	9
가지랑시럽다	[형용사][방언]	VA	00_00_00	야지랑스럽다	8, 9
가지래이	[명사][방언]	NNG	00_00_00	가랑이	9
가지랭이	[명사][방언]	NNG	00_00_00	가랑이	8, 9, 11
가지론이	[부사][방언]	MAG	00_00_00	가지런히	9
가지풀	[명사][방언]	NNG	00_00_00	강아지풀	4, 6, 7, 9, 11, 12
가짓고시래기	[명사][방언]	NNG	00_00_00	가지말랭이	9
가징스럽다	[형용사][방언]	VA	00_00_00	가증스럽다	8, 9
가착다	[형용사][방언]	VA	00_00_00	가깝다	6, 9, 11
가찹다	[형용사][방언]	VA	00_00_00	가깝다	4, 6, 7, 8, 9, 10, 11, 12, 13, 14
가터다	[형용사][방언]	VA	00_00_00	같다	4, 8, 9, 11, 16, 18
가테	[명사][방언]	NNG	00_00_00	가	8, 9
가토리	[명사][방언]	NNG	00_00_00	까투리	6, 8, 9, 12, 16
가투리	[명사][방언]	NNG	00_00_00	까투리	4, 6, 8, 9, 15, 16, 18
가트다	[형용사][방언]	VA	00_00_00	같다	5, 6, 8, 9, 10, 11, 12
가티	[명사][방언]	NNG	00_00_00	가	9
가파리다	[형용사][방언]	VA	00_00_00	가파르다	9
가판지다	[형용사][방언]	VA	00_00_00	비탈지다	9
각바	[명사][방언]	NNG	00_00_00	각반	8, 9, 18
각젱이	[명사][방언]	NNG	00_00_00	종지	8, 9
간나구짓	[명사][방언]	NNG	00_00_00	화냥질	8, 9
간데	[명사][방언]	NNG	00_00_00	가운데	5, 6, 7, 8, 9
간뎅이	[명사][방언]	NNG	00_00_00	간덩이	6, 7, 8, 9
간술	[명사][방언]	NNG	00_00_00	관솔	9
간스런이	[부사][방언]	MAG	00_00_00	가지런히	9
간스런하다	[형용사][방언]	VA	00_00_00	가지런하다	9
간신이	[부사][방언]	MAG	00_00_00	간신히	4, 5, 6, 7, 8, 9, 10, 11, 12
간잔조름허다	[형용사][방언]	VA	00_00_00	간잔지런하다	8, 9
간잔주름하다	[형용사][방언]	VA	00_00_00	간잔지런하다	8, 9
간조란허다	[형용사][방언]	VA	00_00_00	가지런하다	8, 9
간지람멕이다	[동사][방언]	VV	00_00_00	간질이다	9
간지랍다	[형용사][방언]	VA	00_00_00	간지럽다	8, 9, 11, 15, 16
간지랍밥	[명사][방언]	NNG	00_00_00	간지럼	9
간지랍밥멕이다	[동사][방언]	VV	00_00_00	간질이다	9
간지랑대	[명사][방언]	NNG	00_00_00	바지랑대	8, 9
간진자리	[명사][방언]	NNG	00_00_00	잠자리	9
간짓개	[명사][방언]	NNG	00_00_00	간짓대	8, 9
갇헤다	[동사][방언]	VV	00_00_00	갇히다	4, 7, 8, 9
갈개둑	[명사][방언]	NNG	00_00_00	논둑	9, 12
갈거지	[명사][방언]	NNG	00_00_00	갯지렁이	8, 9
갈고라이	[명사][방언]	NNG	00_00_00	갈고랑이	9, 11, 12
갈고링이	[명사][방언]	NNG	00_00_00	갈고랑이	9
갈그셍이	[명사][방언]	NNG	00_00_00	장구벌레	9
갈까마기	[명사][방언]	NNG	00_00_00	갈까마귀	9
갈꾸리	[명사][방언]	NNG	00_00_00	갈고리	7, 8, 9
갈다구	[명사][방언]	NNG	00_00_00	각다귀	8, 9
갈대밧	[명사][방언]	NNG	00_00_00	갈대밭	8, 9
갈따구	[명사][방언]	NNG	00_00_00	갈매기	9
갈래질	[명사][방언]	NNG	00_00_00	갈림길	4, 9
갈러다	[동사][방언]	VV	00_00_00	가르다	9
갈려지다	[동사][방언]	VV	00_00_00	갈리다	9, 11
갈르다	[동사][방언]	VV	00_00_00	가르다	4, 5, 6, 7, 8, 9, 10, 11, 12
갈름	[명사][방언]	NNG	00_00_00	가늠	9, 11
갈름길	[명사][방언]	NNG	00_00_00	갈림길	4, 8, 9, 13, 14, 18, 19
갈름질	[명사][방언]	NNG	00_00_00	갈림길	8, 9, 11, 12, 18, 20
갈마구	[명사][방언]	NNG	00_00_00	갈매기	7, 9, 11, 12
갈무	[명사][방언]	NNG	00_00_00	갈모	8, 9
갈밧	[명사][방언]	NNG	00_00_00	갈밭	8, 9
갈보다	[동사][방언]	VV	00_00_00	겨누다	8, 9
갈보다	[동사][방언]	VV	02_00_00	깔보다	8, 9
갈비다	[동사][방언]	VV	00_00_00	겨누다	8, 9
갈비뻬	[명사][방언]	NNG	00_00_00	갈비뼈	4, 6, 8, 9, 12, 13, 14, 18, 19, 20
갈비삐	[명사][방언]	NNG	00_00_00	갈비뼈	6, 7, 8, 9, 18, 20
갈아지다	[동사][방언]	VV	00_00_00	갈리다	8, 9, 10, 12
갈어지다	[동사][방언]	VV	00_00_00	갈리다	9, 11, 12
갈일치다	[동사][방언]	VV	00_00_00	가을하다	9
갈체다	[동사][방언]	VV	00_00_00	가르치다	7, 8, 9
갈촤주다	[동사][방언]	VV	00_00_00	가르치다	8, 9
갈케주다	[동사][방언]	VV	00_00_00	가르치다	8, 9
갈코쟁이	[명사][방언]	NNG	00_00_00	갈고랑이	8, 9
갈콩가지	[명사][방언]	NNG	00_00_00	갈고랑이	8, 9
갈쾨이	[명사][방언]	NNG	00_00_00	갈고리	9
갈쿠	[명사][방언]	NNG	00_00_00	갈고리	8, 9
갈쿠	[명사][방언]	NNG	00_00_00	갈퀴	5, 8, 9, 11, 18
갈쿠랭이	[명사][방언]	NNG	00_00_00	갈고랑이	9
갈쿠막	[명사][방언]	NNG	00_00_00	가풀막	8, 9
갈쿠질	[명사][방언]	NNG	00_00_00	갈퀴질	8, 9
갈크막	[명사][방언]	NNG	00_00_00	가풀막	8, 9
갈키	[명사][방언]	NNG	00_00_00	갈고리	4, 6, 7, 8, 9, 11, 12, 18
갈키다	[동사][방언]	VV	00_00_00	가리키다	6, 7, 8, 9, 12, 18
갈키다	[동사][방언]	VV	03_00_00	할퀴다	9, 11
갈키질	[명사][방언]	NNG	00_00_00	갈퀴질	9, 11, 12
감그	[명사][방언]	NNG	00_00_00	감기	8, 9
감베기	[명사][방언]	NNG	00_00_00	깜부기	6, 9
감셍됨	[명사][방언]	NNG	00_00_00	감성돔	8, 9
감짝같이	[부사][방언]	MAG	00_00_00	감쪽같이	8, 9
감쩝같다	[형용사][방언]	VA	00_00_00	감쪽같다	8, 9
감치차	[명사][방언]	NNG	00_00_00	홍시	8, 9
감홍수	[명사][방언]	NNG	00_00_00	홍시	9
감홍시	[명사][방언]	NNG	00_00_00	홍시	9
갑내다	[동사][방언]	VV	00_00_00	치르다	8, 9
갑자게	[부사][방언]	MAG	00_00_00	갑자기	8, 9
갑자끼	[부사][방언]	MAG	00_00_00	갑자기	9, 11
갑재기	[부사][방언]	MAG	00_00_00	갑자기	4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20
갑재키	[부사][방언]	MAG	00_00_00	갑자기	5, 9
갓난애기	[명사][방언]	NNG	00_00_00	갓난아기	4, 5, 6, 8, 9, 11, 12
갓내	[명사][방언]	NNG	02_00_00	암내	8, 9
강갓	[명사][방언]	NNG	00_00_00	강가	8, 9
강개미	[명사][방언]	NNG	00_00_00	가오리	9
강낭	[명사][방언]	NNG	00_00_00	강냉이	4, 6, 7, 8, 9, 13, 14, 18, 19, 20
강내이	[명사][방언]	NNG	00_00_00	강냉이	4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17
강냉이튀밥	[명사][방언]	NNG	00_00_00	강냉이	8, 9, 11, 12
강눈밥	[명사][방언]	NNG	00_00_00	누룽지	8, 9
강벤	[명사][방언]	NNG	00_00_00	강변	8, 9
강새비	[명사][방언]	NNG	00_00_00	대하	9
강아지새끼	[명사][방언]	NNG	00_00_00	강아지	7, 9
강조롱이	[부사][방언]	MAG	00_00_00	가지런히	9, 11
강지미	[명사][방언]	NNG	00_00_00	가오리	9
갖고오다	[동사][방언]	VV	00_00_00	가져오다	4, 6, 7, 8, 9, 11, 12
개겁다	[형용사][방언]	VA	00_00_00	가볍다	4, 6, 7, 8, 9, 12, 15, 20
개고랑창	[명사][방언]	NNG	00_00_00	개골창	9
개고래기	[명사][방언]	NNG	00_00_00	개구리	8, 9, 11, 15
개고리	[명사][방언]	NNG	00_00_00	개골창	4, 9, 12
개고태기	[명사][방언]	NNG	00_00_00	개구리	8, 9
개골물	[명사][방언]	NNG	00_00_00	개울물	8, 9, 18
개골창	[명사][방언]	NNG	00_00_00	개울	7, 9
개구녁받이	[명사][방언]	NNG	00_00_00	개구멍받이	8, 9
개구다리	[명사][방언]	NNG	00_00_00	절름발이	9
개구래기	[명사][방언]	NNG	00_00_00	개구리	9, 15, 16, 18
개굴창	[명사][방언]	NNG	00_00_00	개울	5, 9
개굴태기	[명사][방언]	NNG	00_00_00	개구리	8, 9
개금	[명사][방언]	NNG	01_00_01	개암	9
개금재	[명사][방언]	NNG	00_00_00	해초	8, 9
개꼿	[명사][방언]	NNG	00_00_00	개꽃	8, 9, 11, 12
개나리꼿	[명사][방언]	NNG	01_00_00	나리꽃	4, 5, 8, 9, 11, 12, 13, 14, 15, 17
개나리꼿	[명사][방언]	NNG	02_00_00	백합	4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 17
개떵벌거지	[명사][방언]	NNG	00_00_00	개똥벌레	9
개똥버러지	[명사][방언]	NNG	00_00_00	반딧불이	8, 9, 11, 12
개똥버럭지	[명사][방언]	NNG	00_00_00	반딧불이	9
개똥벌	[명사][방언]	NNG	00_00_00	개똥벌레	4, 9
개똥벌거지	[명사][방언]	NNG	01_00_00	반딧불이	4, 6, 7, 8, 9, 12, 14, 16, 18, 20
개란증	[명사][방언]	NNG	00_00_00	가려움증	8, 9
개랍다	[형용사][방언]	VA	00_00_00	가렵다	6, 7, 8, 9, 11, 15, 16
개레내다	[동사][방언]	VV	00_00_00	가려내다	9
개레내다	[동사][방언]	VV	02_00_00	발라내다	9
개렵다	[형용사][방언]	VA	00_00_00	가렵다	4, 5, 8, 9, 11, 12, 13, 14, 17, 18, 19
개롬하다	[형용사][방언]	VA	00_00_00	갸름하다	4, 5, 7, 9, 11, 12
개롭다	[형용사][방언]	VA	00_00_00	가렵다	4, 6, 7, 8, 9, 12, 14, 15, 19
개룹다	[형용사][방언]	VA	00_00_00	가렵다	4, 7, 8, 9, 12, 13
개리매	[명사][방언]	NNG	00_00_00	가리마	8, 9
개리키다	[동사][방언]	VV	00_00_00	가리키다	8, 9
개마람	[명사][방언]	NNG	00_00_00	마름	8, 9
개마솟	[명사][방언]	NNG	00_00_00	가마솥	9
개맷바가치	[명사][방언]	NNG	00_00_00	가맛바가지	8, 9
개맷부삭	[명사][방언]	NNG	00_00_00	부엌	8, 9
개맷솟	[명사][방언]	NNG	00_00_00	가마솥	8, 9
개미딸	[명사][방언]	NNG	00_00_00	뱀딸기	8, 9
개발디딤	[명사][방언]	NNG	00_00_00	발돋움	8, 9, 18
개밥다	[형용사][방언]	VA	00_00_00	가볍다	8, 9, 11, 12
개법다	[형용사][방언]	VA	00_00_00	가볍다	4, 6, 8, 9, 10, 11, 12, 15, 18
개벡	[명사][방언]	NNG	00_00_00	개벽	8, 9
개볍다	[형용사][방언]	VA	00_00_00	가볍다	4, 5, 8, 9, 10, 11, 12
개봅다	[형용사][방언]	VA	00_00_00	가볍다	4, 8, 9, 11, 12
개붑다	[형용사][방언]	VA	00_00_00	가볍다	4, 8, 9, 10, 11, 12, 18
개붑다	[형용사][방언]	VA	00_00_00	개운하다	9
개붓개붓	[부사][방언]	MAG	00_00_00	가붓가붓	8, 9
개붓다	[형용사][방언]	VA	00_00_00	가볍다	9, 11
개븟다	[형용사][방언]	VA	00_00_00	가볍다	9
개상줄	[명사][방언]	NNG	00_00_00	자리개	9
개섀끼	[명사][방언]	NNG	00_00_00	개새끼	5, 9, 12
개십보지	[명사][방언]	NNG	00_00_00	암쇠	8, 9
개아침	[명사][방언]	NNG	00_00_00	호주머니	8, 9
개암감	[명사][방언]	NNG	00_00_00	고욤	9
개압쥐메이	[명사][방언]	NNG	00_00_00	호주머니	9
개앗주미	[명사][방언]	NNG	00_00_00	호주머니	8, 9
개앗쥐메이	[명사][방언]	NNG	00_00_00	호주머니	9
개앗짐	[명사][방언]	NNG	00_00_00	호주머니	8, 9
개얀하다	[형용사][방언]	VA	00_00_00	개운하다	8, 9
개양도랑	[명사][방언]	NNG	00_00_00	봇도랑	9
개엾다	[형용사][방언]	VA	00_00_00	가엾다	9
개온하다	[형용사][방언]	VA	00_00_00	개운하다	9
개올물	[명사][방언]	NNG	00_00_00	개울물	9
개올창	[명사][방언]	NNG	00_00_00	개골창	9
개올창	[명사][방언]	NNG	00_00_00	개울	9
개와주머니	[명사][방언]	NNG	01_00_00	호주머니	9
개와주머이	[명사][방언]	NNG	00_00_00	호주머니	8, 9
개와춤	[명사][방언]	NNG	00_00_00	호주머니	8, 9
개와침	[명사][방언]	NNG	00_00_00	호주머니	8, 9
개왓주미	[명사][방언]	NNG	00_00_00	호주머니	8, 9
개왓지매	[명사][방언]	NNG	00_00_00	호주머니	8, 9
개왓짐	[명사][방언]	NNG	00_00_00	호주머니	8, 9
개울창	[명사][방언]	NNG	00_00_00	개골창	9, 10, 11
개웁다	[형용사][방언]	VA	00_00_00	개운하다	9
개조버리	[명사][방언]	NNG	00_00_00	감기	9
개좃대가리	[명사][방언]	NNG	00_00_00	개좆부리	8, 9
개좃머리	[명사][방언]	NNG	00_00_00	개좆부리	8, 9
개좆버리	[명사][방언]	NNG	00_00_00	감기	8, 9
개주뻐리	[명사][방언]	NNG	00_00_00	감기	9
개주뿔	[명사][방언]	NNG	00_00_00	감기	9
개지럴	[명사][방언]	NNG	00_00_00	개지랄	6, 7, 8, 9
개지뻐리	[명사][방언]	NNG	00_00_00	감기	8, 9
개진달래	[명사][방언]	NNG	00_00_00	철쭉	8, 9
개진달리	[명사][방언]	NNG	00_00_00	철쭉	9
개찮다	[형용사][방언]	VA	00_00_00	괜찮다	8, 9
개추머니	[명사][방언]	NNG	00_00_00	호주머니	8, 9
개터럭	[명사][방언]	NNG	00_00_00	솜털	8, 9
개펭	[명사][방언]	NNG	00_00_00	개평	4, 8, 9
개픈하다	[형용사][방언]	VA	00_00_00	가뿐하다	8, 9
개흑	[명사][방언]	NNG	00_00_00	진흙	9
갠소롬허다	[형용사][방언]	VA	00_00_00	가느스름하다	8, 9
갠신이	[부사][방언]	MAG	00_00_00	간신히	8, 9
갠엿	[명사][방언]	NNG	00_00_00	갱엿	8, 9
갠잔주럼하다	[형용사][방언]	VA	00_00_00	간잔지런하다	8, 9
갠잔주롬하다	[형용사][방언]	VA	00_00_00	간잔지런하다	8, 9
갠잔주름하다	[형용사][방언]	VA	00_00_00	간잔지런하다	8, 9
갠잔즈럼하다	[형용사][방언]	VA	00_00_00	간잔지런하다	8, 9
갠잔즈롬하다	[형용사][방언]	VA	00_00_00	간잔지런하다	8, 9
갠잔즈름하다	[형용사][방언]	VA	00_00_00	간잔지런하다	8, 9
갠잔지럼하다	[형용사][방언]	VA	00_00_00	간잔지런하다	8, 9
갠잔지롬하다	[형용사][방언]	VA	00_00_00	간잔지런하다	8, 9
갠잔지름하다	[형용사][방언]	VA	00_00_00	간잔지런하다	8, 9
갠지룹다	[형용사][방언]	VA	00_00_00	간지럽다	8, 9
갠찮다	[형용사][방언]	VA	00_00_00	괜찮다	4, 6, 7, 8, 9, 11, 12, 18
갤비뼈	[명사][방언]	NNG	00_00_00	갈비뼈	9
갤상갤상허다	[형용사][방언]	VA	00_00_00	호리호리하다	8, 9
갬기다	[동사][방언]	VV	00_00_00	감기다	4, 9, 12
갯가상	[명사][방언]	NNG	00_00_00	갯벌	8, 9
갯밧괴기	[명사][방언]	NNG	00_00_00	바닷고기	8, 9
갯주머니	[명사][방언]	NNG	02_00_00	주머니	4, 6, 7, 9, 12
갯쥐머니	[명사][방언]	NNG	00_00_00	호주머니	9
갯쥐머이	[명사][방언]	NNG	00_00_00	호주머니	9
갯지미	[명사][방언]	NNG	00_00_00	주머니	9
갯짐	[명사][방언]	NNG	00_00_00	호주머니	8, 9
갯출가	[명사][방언]	NNG	00_00_00	바닷가	8, 9
갱골창	[명사][방언]	NNG	00_00_00	개울	9
갱굴창	[명사][방언]	NNG	00_00_00	개울	8, 9
갱기찬허다	[형용사][방언]	VA	00_00_00	괜찮다	8, 9
갱기찮다	[형용사][방언]	VA	00_00_00	괜찮다	8, 9, 15, 16
갱또랑	[명사][방언]	NNG	00_00_00	개울	8, 9
갱생이	[명사][방언]	NNG	00_00_00	강아지	8, 9
갱심줄	[명사][방언]	NNG	00_00_00	낚싯줄	8, 9
갱아지	[명사][방언]	NNG	00_00_00	강아지	4, 6, 7, 8, 9, 12, 16, 18
갱아지풀	[명사][방언]	NNG	00_00_00	강아지풀	8, 9
갱애지	[명사][방언]	NNG	00_00_00	강아지	9, 16
갸	[명사][방언]	NNG	01_00_00	기와	4, 5, 9, 11, 17
거간쟁이	[명사][방언]	NNG	00_00_00	거간꾼	8, 9
거개분	[명사][방언]	NNG	01_00_00	대부분	8, 9
거개분	[부사][방언]	MAG	02_00_00	대부분	8, 9
거그	[대명사][방언]	NP	00_00_00	거기	8, 9
거기다가	[부사][방언]	MAG	00_00_00	게다가	9
거까튼	[성상관형사][방언]	MMA	00_00_00	그까짓	8, 9
거껄다	[형용사][방언]	VA	00_00_00	꺼끌꺼끌하다	8, 9
거끔	[명사][방언]	NNG	00_00_00	거품	6, 8, 9, 10
거네	[명사][방언]	NNG	01_00_00	그네	6, 7, 9, 14, 19, 20
거다	[부사][방언]	MAG	00_00_00	게다가	6, 8, 9
거다가	[부사][방언]	MAG	00_00_00	게다가	6, 8, 9
거달다	[동사][방언]	VV	00_00_00	거들다	8, 9
거달르다	[동사][방언]	VV	00_00_00	거들다	9
거데기	[명사][방언]	NNG	00_00_00	건더기	8, 9
거데기	[명사][방언]	NNG	01_00_00	고양이	8, 9
거따	[부사][방언]	MAG	00_00_00	게다가	8, 9
거따가	[부사][방언]	MAG	00_00_00	게다가	8, 9
거떠쓰다	[동사][방언]	VV	02_00_00	뒤집어쓰다	8, 9
거뚱거뚱하다	[형용사][방언]	VA	00_00_00	거뜬거뜬하다	8, 9
거뜨다	[동사][방언]	VV	02_00_00	들치다	8, 9
거라시	[명사][방언]	NNG	00_00_00	거지	8, 9
거라이	[명사][방언]	NNG	00_00_00	거지	8, 9
거래이	[명사][방언]	NNG	00_00_00	거지	6, 7, 9, 12, 13, 14
거럭시	[명사][방언]	NNG	00_00_00	거지	9
거룸	[명사][방언]	NNG	00_00_00	거름	5, 9
거르매	[명사][방언]	NNG	00_00_00	그리마	8, 9, 12
거름자	[명사][방언]	NNG	01_00_00	그리마	6, 7, 8, 9
거름재	[명사][방언]	NNG	01_00_00	그리마	8, 9, 12
거리매	[명사][방언]	NNG	00_00_00	그리마	4, 7, 8, 9
거림자	[명사][방언]	NNG	01_00_00	그리마	9
거릿말	[명사][방언]	NNG	00_00_00	거짓말	9
