표제어	품사	세종태그	어깨번호	뜻풀이	지역
쏠장개	[명사][방언]	NNG	00_00_00	퉁가리	13
쐐줄	[명사][방언]	NNG	00_00_00	쇠줄	13, 14, 19
쐑이다	[동사][방언]	VV	00_00_00	속이다	6, 10, 13, 14
쑤끼	[명사][방언]	NNG	02_00_00	숯	13, 14, 19
쑥	[명사][방언]	NNG	04_00_00	숯	13, 14
쑥겅이	[명사][방언]	NNG	00_00_00	숯등걸	13, 14
쓰레박	[명사][방언]	NNG	00_00_00	쓰레받기	4, 10, 13, 14, 15
쓰르바키	[명사][방언]	NNG	00_00_00	쓰레받기	13, 14
씀배	[명사][방언]	NNG	00_00_00	씀바귀	13, 14
씨깐나	[명사][방언]	NNG	00_00_00	계집애	13, 14
씨레기	[명사][방언]	NNG	00_00_00	쓰레기	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 20
씨레받기	[명사][방언]	NNG	00_00_00	쓰레받기	6, 7, 12, 13
씨씨다	[동사][방언]	VV	00_00_00	쑤시다	13, 14, 19
씩사리	[명사][방언]	NNG	00_00_00	귀뚜라미	13, 14, 19
씰개	[명사][방언]	NNG	01_00_00	쓸개	4, 5, 6, 7, 8, 9, 11, 12, 13, 17, 18, 20
아국쟁이	[명사][방언]	NNG	00_00_00	아궁이	4, 5, 13, 17
아까지	[명사][방언]	NNG	01_00_00	아까	6, 7, 8, 9, 13, 14, 18, 19, 20
아까지	[부사][방언]	MAG	02_00_00	아까	6, 7, 8, 9, 13, 14, 18, 19, 20
아끼대	[명사][방언]	NNG	00_00_00	악대	13, 14, 19
아니덧	[부사][방언]	MAG	00_00_00	어느덧	13, 14, 20
아드래미	[명사][방언]	NNG	00_00_00	여드름	13, 14, 19
아루꿑	[명사][방언]	NNG	00_00_00	아랫목	13, 14
아루끝	[명사][방언]	NNG	00_00_00	아랫목	13, 14
아르꿑	[명사][방언]	NNG	00_00_00	아랫목	13, 14
아릇간	[명사][방언]	NNG	00_00_00	아랫간	13, 14
아무가이	[대명사][방언]	NP	00_00_00	아무개	10, 13, 14
아무뚜룩	[부사][방언]	MAG	00_00_00	아무쪼록	13, 14
아무쩡	[명사][방언]	NNG	00_00_00	아무짝	13, 14
아물쿠다	[동사][방언]	VV	00_00_00	아물리다	13, 14
아바니	[명사][방언]	NNG	01_00_00	아버지	13, 14
아바이	[명사][방언]	NNG	01_00_00	아버지	7, 13, 14
아반	[명사][방언]	NNG	01_00_00	아버지	13, 14
아밤	[명사][방언]	NNG	00_00_00	아범	13, 14
아버니	[명사][방언]	NNG	00_00_00	아버지	4, 5, 8, 13, 14, 19
아빼	[명사][방언]	NNG	00_00_00	아버지	13, 14
아사리	[부사][방언]	MAG	01_00_00	모름지기	13, 14
아쌔끼	[명사][방언]	NNG	00_00_00	애새끼	13, 14
아으레	[명사][방언]	NNG	00_00_00	아흐레	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20
아음니	[명사][방언]	NNG	00_00_00	사랑니	13, 14
아읍	[수사][관형사][방언]	NR	00_00_00	아홉	5, 13, 14, 19
아이	[명사][방언]	NNG	03_00_00	애벌	4, 13, 14
아장이	[명사][방언]	NNG	01_00_00	가지	13, 14
아주마니	[명사][방언]	NNG	01_00_00	아주머니	9, 13, 14, 16, 18, 19
아주만	[명사][방언]	NNG	00_00_00	아주머니	13
아주바니	[명사][방언]	NNG	00_00_00	아주버니	13, 14, 15, 16
아주반	[명사][방언]	NNG	01_00_00	아저씨	13, 14
아주반	[명사][방언]	NNG	02_00_00	형부	13
아즈까리	[명사][방언]	NNG	00_00_00	아주까리	13, 14, 15, 16, 18, 19, 20
아즈래미	[명사][방언]	NNG	00_00_00	여드름	13, 14, 19
아즈램이	[명사][방언]	NNG	00_00_00	아지랑이	13, 14, 19
아즈랭이	[명사][방언]	NNG	00_00_00	아지랑이	4, 13, 14, 19
아즈마니	[명사][방언]	NNG	01_00_00	아주머니	13, 14, 19
아지가리	[명사][방언]	NNG	00_00_00	아가리	13
아지까리	[명사][방언]	NNG	00_00_00	아주까리	4, 13, 14, 17, 19
아지내	[명사][방언]	NNG	00_00_00	초저녁	13, 14
아지랑	[명사][방언]	NNG	00_00_00	아지랑이	13, 14, 19
아지래이	[명사][방언]	NNG	00_00_00	아지랑이	4, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 18, 20
아지반	[명사][방언]	NNG	01_00_00	작은아버지	13, 14
아지반	[감탄사][방언]	IC	02_00_00	작은아버지	13, 14
아진	[부사][방언]	MAG	01_00_00	애초	13, 14
아진에	[부사][방언]	MAG	00_00_02	일찌감치	13, 14
아츰	[명사][방언]	NNG	00_00_00	아침	4, 5, 6, 8, 13, 14, 15, 16
아후	[수사][관형사][방언]	NR	00_00_00	아홉	11, 12, 13, 14, 15, 16, 18, 19
아훕	[수사][관형사][방언]	NR	00_00_00	아홉	5, 6, 13, 14, 15, 16, 18, 19, 20
아흡	[수사][관형사][방언]	NR	00_00_00	아홉	8, 13, 14
악젱이	[명사][방언]	NNG	00_00_00	아가리	13
안낙	[명사][방언]	NNG	00_00_00	안	13, 14, 19
안쌀질	[명사][방언]	NNG	00_00_00	샘	13, 14
안주무니	[명사][방언]	NNG	00_00_00	안주머니	13
안주무이	[명사][방언]	NNG	00_00_00	안주머니	13
안주미	[명사][방언]	NNG	00_00_00	안주머니	13
앉은뱅이	[명사][방언]	NNG	02_00_00	잠자리	6, 7, 13, 14
앉은뱅이꽃	[명사][방언]	NNG	00_00_03	민들레	13, 14
앉은뱅이꽃	[명사][방언]	NNG	00_00_01	제비꽃	4, 13, 14
앉을방이	[명사][방언]	NNG	00_00_00	앉은뱅이	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17
알구다	[동사][방언]	VV	00_00_00	알리다	4, 13, 14, 15, 16
알기쇠	[명사][방언]	NNG	00_00_00	석쇠	13, 15
알락매재기	[명사][방언]	NNG	00_00_00	참마자	13
암커	[명사][방언]	NNG	00_00_00	암컷	13, 20
암코	[명사][방언]	NNG	00_00_00	암컷	13, 14, 19
암팍스럽다	[형용사][방언]	VA	00_00_00	앙칼스럽다	13, 14
앞잽이	[명사][방언]	NNG	00_00_00	앞잡이	5, 6, 7, 11, 13, 14, 15, 16, 18, 19, 20
앞초매	[명사][방언]	NNG	00_00_00	앞치마	13, 14, 15, 16, 18, 19, 20
애끼다	[동사][방언]	VV	00_00_00	아끼다	4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17
애눈깔	[명사][방언]	NNG	00_00_00	애꾸	13, 15
애드래미	[명사][방언]	NNG	00_00_00	여드름	13
애드러미	[명사][방언]	NNG	00_00_00	여드름	13, 14
애롭다	[형용사][방언]	VA	00_00_00	외롭다	5, 6, 8, 13, 14, 15, 18
애리다	[형용사][방언]	VA	01_00_00	아리다	4, 6, 7, 8, 9, 13, 14, 18, 19, 20
애숙하다	[동사][방언]	VV	00_00_00	애타다	13, 14
애써	[부사][방언]	MAG	00_00_00	아예	13
애쎄	[부사][방언]	MAG	00_00_00	아예	13
애이	[명사][방언]	NNG	01_00_00	아우	13, 14
애진	[명사][방언]	NNG	01_00_00	애초	13, 14
애진	[명사][방언]	NNG	02_00_00	초저녁	13, 14
액삭하다	[형용사][방언]	VA	00_00_00	애석하다	13, 14
앤겅	[명사][방언]	NNG	00_00_00	안경	6, 13
앤경	[명사][방언]	NNG	00_00_00	안경	4, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
앤통	[명사][방언]	NNG	01_00_00	온통	13, 15, 16
앤통	[부사][방언]	MAG	02_00_00	온통	13, 15, 16
앵간	[명사][방언]	NNG	00_00_00	외양간	13
앵둥이	[명사][방언]	NNG	00_00_00	엉덩이	13, 14
앵지판	[명사][방언]	NNG	00_00_00	엉덩짝	13, 14
야덜	[수사][관형사][방언]	NR	00_00_00	여덟	6, 13, 14, 16, 19
야드래미	[명사][방언]	NNG	00_00_00	여드름	4, 13, 14, 15, 17, 19
야드레	[명사][방언]	NNG	00_00_00	여드레	6, 7, 8, 13, 14
야드름	[명사][방언]	NNG	00_00_00	여드름	4, 13, 15, 17
야든	[수사][방언]	NR	01_01_00	여든	4, 6, 8, 9, 13, 14, 15, 16, 17
야든	[수관형사][방언]	MMN	01_02_00	여든	4, 6, 8, 9, 13, 14, 15, 16, 17
야뜰	[수사][방언]	NR	00_01_00	여덟	13, 14
야뜰	[수관형사][방언]	MMN	00_02_00	여덟	13, 14
얄얼	[명사][방언]	NNG	00_00_00	열흘	13, 14, 19
얄울	[명사][방언]	NNG	00_00_00	열흘	13, 14, 19
얄판하다	[형용사][방언]	VA	00_00_00	얄팍하다	13, 14
양넘	[명사][방언]	NNG	01_00_00	양념	13, 14, 19
양넴	[명사][방언]	NNG	00_00_00	양념	9, 13, 14, 19
양념딸	[명사][방언]	NNG	00_00_00	고명딸	8, 13, 14
양디쪽	[명사][방언]	NNG	00_00_00	양지쪽	13, 14, 19
양우	[감탄사][방언]	IC	01_00_00	아옹	13, 14
양지	[명사][방언]	NNG	02_00_00	얼굴	10, 13, 14, 15
얘드램	[명사][방언]	NNG	00_00_00	여드름	13
얘숙하다	[형용사][방언]	VA	00_00_00	야속하다	4, 13, 14, 15
얘시껍다	[형용사][방언]	VA	00_00_00	아니꼽다	13, 14
어깨쭉	[명사][방언]	NNG	00_00_00	어깻죽지	13, 17
어깨축	[명사][방언]	NNG	00_00_00	어깻죽지	13
어껏	[부사][방언]	MAG	00_00_00	일껏	13, 14
어끼	[명사][방언]	NNG	00_00_00	어깨	7, 8, 13, 14, 19
어끼박죽	[명사][방언]	NNG	00_00_00	어깨	13, 14, 19
어끼빡죽	[명사][방언]	NNG	00_00_00	어깻죽지	13, 14
어느메	[대명사][방언]	NP	00_00_00	어디	13, 14
어니	[지시관형사][방언]	MMD	01_00_00	어느	13, 14
어니라	[감탄사][방언]	IC	00_00_00	오냐	13, 14
어데메	[대명사][방언]	NP	00_00_00	어디	13, 14, 19
어두이	[명사][방언]	NNG	00_00_00	언청이	13, 14, 19
어둘네미	[명사][방언]	NNG	00_00_00	사생아	13, 14
어드꽝이	[명사][방언]	NNG	00_00_00	무식쟁이	13, 14
어드래	[부사][방언]	MAG	00_00_00	어때	13, 14
어드랬던	[부사][방언]	MAG	00_00_00	어쨌든	13, 14
어드랬든	[부사][방언]	MAG	00_00_00	어쨌든	13, 14
어드럭하다	[동사][방언]	VV	00_00_00	어떡하다	13, 14
어드렇다	[형용사][방언]	VA	00_00_00	어떻다	13, 14
어든보기	[명사][방언]	NNG	00_00_00	사생아	13, 14
어띠	[부사][방언]	MAG	00_00_00	어찌	13, 14, 15, 16, 18
어런	[명사][방언]	NNG	00_00_00	어른	6, 7, 8, 9, 13, 14, 18, 19, 20
어렴푸시하다	[형용사][방언]	VA	00_00_00	어렴풋하다	7, 13
어루기	[명사][방언]	NNG	00_00_00	어리보기	13, 14
어룬	[명사][방언]	NNG	00_00_00	어른	6, 10, 13, 14
어룹다	[형용사][방언]	VA	00_00_00	어렵다	4, 6, 13, 14
어른아	[명사][방언]	NNG	02_00_00	어린애	6, 7, 12, 13, 14, 15, 16, 18
어릅다	[형용사][방언]	VA	00_00_00	어렵다	4, 6, 7, 8, 13, 14
어릅쓸다	[동사][방언]	VV	00_00_02	더듬다	13, 14
어릅쓸다	[동사][방언]	VV	00_00_01	어루만지다	10, 13, 14
어리가리	[명사][방언]	NNG	02_00_00	어리보기	13, 14
어릿광이	[명사][방언]	NNG	00_00_00	얼뜨기	13, 14
어물	[명사][방언]	NNG	02_00_00	우물	13
어미네	[명사][방언]	NNG	00_00_00	여편네	13, 14
어방치기	[명사][방언]	NNG	00_00_00	어림짐작	13, 14
어벙이	[명사][방언]	NNG	00_00_00	어버이	13, 14
어주롭다	[형용사][방언]	VA	00_00_00	어지럽다	13
어주릅다	[형용사][방언]	VA	00_00_00	어지럽다	13
어즈께	[명사][방언]	NNG	01_00_00	어저께	6, 7, 8, 11, 12, 13, 14, 17, 19
어즈께	[부사][방언]	MAG	02_00_00	어저께	6, 7, 8, 11, 12, 13, 14, 17, 19
어지께	[명사][방언]	NNG	01_00_00	어저께	8, 13, 14, 19
어지께	[부사][방언]	MAG	02_00_00	어저께	8, 13, 14, 19
어지자지	[부사][방언]	MAG	02_00_00	이러쿵저러쿵	13, 14
어짓나조	[명사][방언]	NNG	00_00_00	어제저녁	13, 14
어쭝	[감탄사][방언]	IC	00_00_00	얼씨구	13, 14
어청이	[명사][방언]	NNG	00_00_00	언청이	11, 13, 14
어케	[부사][방언]	MAG	01_00_00	어찌	13, 14, 17, 19
어텅이	[명사][방언]	NNG	00_00_00	언청이	13, 14
어테미	[명사][방언]	NNG	00_00_00	언청이	13, 14
어테이	[명사][방언]	NNG	00_00_00	언청이	13
어텡이	[명사][방언]	NNG	00_00_00	언청이	13, 14
어퉁이	[명사][방언]	NNG	00_00_00	언청이	13, 14
어판	[명사][방언]	NNG	01_00_00	자귀	13, 14
어프러지다	[동사][방언]	VV	00_00_00	엎드러지다	4, 5, 6, 7, 11, 12, 13, 14, 15, 16, 18, 19, 20
억심너기다	[동사][방언]	VV	00_00_00	업신여기다	13
언노리	[명사][방언]	NNG	00_00_00	에누리	13, 14
언누리	[명사][방언]	NNG	00_00_00	에누리	13, 14
언덕재기	[명사][방언]	NNG	00_00_00	언덕	13, 14
언들막	[명사][방언]	NNG	00_00_00	원두막	13
언들매기	[명사][방언]	NNG	00_00_00	언덕배기	13, 14
언뜩	[부사][방언]	MAG	00_00_02	문득	13, 14
언지츰	[명사][방언]	NNG	00_00_00	비탈	13, 14
얻은복이	[명사][방언]	NNG	01_00_00	사생아	13, 14
얻은복이	[명사][방언]	NNG	02_00_00	업둥이	13, 14
얼걸	[명사][방언]	NNG	00_00_00	얼굴	13, 14, 19
얼게미	[명사][방언]	NNG	00_00_00	어레미	4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 18, 19
얼게빗	[명사][방언]	NNG	00_00_00	얼레빗	5, 6, 7, 8, 11, 13, 14
얼구마이	[명사][방언]	NNG	00_00_00	얼금뱅이	13, 14, 19
얼군	[명사][방언]	NNG	00_00_00	어른	13, 14
얼그망이	[명사][방언]	NNG	00_00_00	얼금뱅이	13, 14
얼그망태	[명사][방언]	NNG	00_00_00	얼금뱅이	13, 14
얼그맹이	[명사][방언]	NNG	00_00_00	얼금뱅이	4, 13, 14, 15, 17
얼글	[명사][방언]	NNG	00_00_00	얼굴	13, 14
얼깃	[명사][방언]	NNG	00_00_00	얼레빗	13, 14
얼던	[부사][방언]	MAG	00_00_00	얼른	6, 7, 13, 14
얼든	[부사][방언]	MAG	00_00_00	얼른	5, 13, 14
얼떤	[부사][방언]	MAG	00_00_00	얼른	13, 14, 17
얼떵	[부사][방언]	MAG	00_00_00	얼른	13, 14
얼뚱하게	[부사][방언]	MAG	00_00_00	무턱대고	13, 14
얼러지	[명사][방언]	NNG	00_00_00	얼레지	13, 14
얼렁덜렁	[부사][방언]	MAG	00_00_00	엄벙덤벙	13, 14
얼붕어	[명사][방언]	NNG	00_00_00	얼뜨기	13, 14
얼붕이	[명사][방언]	NNG	00_00_00	얼뜨다	13, 14
얼음까치	[명사][방언]	NNG	00_00_00	고드름	13, 14, 19
얼쿠다	[동사][방언]	VV	00_00_00	얼리다	13, 14
엄지손구락	[명사][방언]	NNG	00_00_00	엄지손가락	4, 5, 7, 8, 9, 11, 12, 13, 14, 19
업세네기다	[동사][방언]	VV	00_00_00	업신여기다	13, 14
업수이녀기다	[동사][방언]	VV	00_00_00	업신여기다	13, 14
업쉬네기다	[동사][방언]	VV	00_00_00	업신여기다	13, 14
엇결수	[명사][방언]	NNG	00_00_00	얼결수	13, 14
엇두루가다	[동사][방언]	VV	00_00_00	엇가다	13, 14
엇세다	[동사][방언]	VV	00_00_00	엇서다	13, 14
엇텅이	[명사][방언]	NNG	00_00_00	언청이	13, 14
엉거꿍이	[명사][방언]	NNG	00_00_00	찔레	13, 14
엉그러미	[명사][방언]	NNG	00_00_00	엉덩이	13, 14
엉그레미	[명사][방언]	NNG	00_00_00	엉덩이	13, 14
엉그정엉그정	[부사][방언]	MAG	00_00_00	엉금엉금	13, 14
엉당짝	[명사][방언]	NNG	00_00_00	볼기짝	13, 14
엉벙뚱땅	[부사][방언]	MAG	00_00_00	얼렁뚱땅	13, 14
엉지손구락	[명사][방언]	NNG	00_00_00	엄지손가락	8, 13, 14, 19
엉청엉청	[부사][방언]	MAG	00_00_00	엉금엉금	13, 14
엊지낙	[명사][방언]	NNG	00_00_00	엊저녁	13, 14
엎데다	[동사][방언]	VV	00_00_00	엎드리다	13, 14
