표제어	품사	세종태그	어깨번호	뜻풀이	지역
초레	[명사][방언]	NNG	00_00_00	버들피리	7, 8
초로길	[명사][방언]	NNG	00_00_00	소로	7
초리	[명사][방언]	NNG	04_00_00	잠자리	7
초마	[명사][방언]	NNG	01_00_00	처마	4, 5, 7, 12
초매다	[동사][방언]	VV	00_00_00	처매다	6, 7
초배기	[명사][방언]	NNG	00_00_00	점심	6, 7
초석자리	[명사][방언]	NNG	00_00_00	돗자리	6, 7, 12
초성	[명사][방언]	NNG	01_00_00	목청	7
초시기	[명사][방언]	NNG	01_00_00	돗자리	6, 7
초식자리	[명사][방언]	NNG	00_00_00	돗자리	7
초아재비	[명사][방언]	NNG	00_00_00	식초	7
초악	[명사][방언]	NNG	00_00_00	초학	7, 8, 9, 10
초이르	[명사][방언]	NNG	00_00_00	초이레	7
초이릇날	[명사][방언]	NNG	00_00_00	초이렛날	7
초작거리다	[동사][방언]	VV	00_00_00	자부락거리다	7
초잡다	[형용사][방언]	VA	00_00_00	추접하다	7
초재기	[명사][방언]	NNG	00_00_00	눈곱	7
초저넉	[명사][방언]	NNG	00_00_00	초저녁	7
초저역별	[명사][방언]	NNG	00_00_00	샛별	7
초점	[명사][방언]	NNG	01_00_00	말라리아	7
초지녁	[명사][방언]	NNG	00_00_00	초저녁	6, 7
초질	[명사][방언]	NNG	00_00_00	초학	7
초하루보름	[명사][방언]	NNG	00_00_00	삭망	6, 7, 11, 12
초하리보름	[명사][방언]	NNG	00_00_00	삭망	7
초하릿날	[명사][방언]	NNG	00_00_00	초하룻날	7
초핵	[명사][방언]	NNG	00_00_00	초학	7
초호리	[명사][방언]	NNG	00_00_00	잠자리	7, 14
촉	[명사][방언]	NNG	04_00_00	싹	6, 7
촉빠리다	[형용사][방언]	VA	00_00_00	방정맞다	7
촌구숙	[명사][방언]	NNG	00_00_00	촌구석	6, 7
촌구적	[명사][방언]	NNG	00_00_00	촌구석	7
촌귀티	[명사][방언]	NNG	00_00_00	촌구석	7
촌눔	[명사][방언]	NNG	00_00_00	촌놈	7
촌뿍디기	[명사][방언]	NNG	00_00_00	촌뜨기	7
촌삐가리	[명사][방언]	NNG	00_00_00	촌뜨기	7
촌삐기	[명사][방언]	NNG	00_00_00	촌뜨기	7
촐개	[명사][방언]	NNG	00_00_00	덫	7
촐기	[명사][방언]	NNG	00_00_00	물부리	7
촐랭이	[명사][방언]	NNG	00_00_00	잠자리	7
촐뱅이	[명사][방언]	NNG	00_00_00	잠자리	7
촐베이	[명사][방언]	NNG	00_00_00	잠자리	7
촛대뻬	[명사][방언]	NNG	00_00_00	정강뼈	6, 7
촛두뻬	[명사][방언]	NNG	00_00_00	정강뼈	7
촛비	[명사][방언]	NNG	00_00_00	초병	7
총재이	[명사][방언]	NNG	00_00_00	폭탄먼지벌레	7
총쟁이	[명사][방언]	NNG	00_00_00	폭탄먼지벌레	7
총초이	[부사][방언]	MAG	00_00_00	촘촘히	7
최각	[명사][방언]	NNG	00_00_00	사위	7
최시기	[명사][방언]	NNG	00_00_00	돗자리	7
최식자리	[명사][방언]	NNG	00_00_00	초석	7
쵯발	[명사][방언]	NNG	00_00_00	최활	7
추련짠지	[명사][방언]	NNG	00_00_00	깍두기	7
추머리	[명사][방언]	NNG	00_00_00	항아리	7
추머리띠낑이	[명사][방언]	NNG	00_00_00	장독소래기	7
추물	[명사][방언]	NNG	01_00_00	침	6, 7
추바리	[명사][방언]	NNG	00_00_00	뚝배기	7
추비	[명사][방언]	NNG	01_00_00	추위	6, 7, 15
추쁘	[명사][방언]	NNG	00_00_00	추위	6, 7, 20
추삐	[명사][방언]	NNG	00_00_00	추위	6, 7, 20
추섹	[명사][방언]	NNG	00_00_00	추석	6, 7, 20
추접다	[형용사][방언]	VA	00_00_00	더럽다	6, 7
추진흘	[명사][방언]	NNG	00_00_00	찰흙	7
축단	[명사][방언]	NNG	01_00_00	죽담	6, 7
축두막	[명사][방언]	NNG	00_00_00	뜰	7
축우다	[동사][방언]	VV	00_00_00	축이다	7
출추리하다	[형용사][방언]	VA	00_00_00	출출하다	7
춤	[명사][방언]	NNG	06_00_01	침	4, 5, 6, 7, 8, 10, 12, 15, 16
춤처다	[동사][방언]	VV	00_00_00	춤추다	7
춤치다	[동사][방언]	VV	00_00_00	춤추다	6, 7, 8, 9, 12
충에	[명사][방언]	NNG	00_00_00	추녀	4, 7
췌리	[명사][방언]	NNG	00_00_00	자두	7
치	[명사][방언]	NNG	07_00_01	키	4, 5, 6, 7, 8, 9, 11, 12, 15, 16
치거리	[명사][방언]	NNG	00_00_00	마루터기	7
치나물	[명사][방언]	NNG	00_00_00	취나물	7
치다보다	[동사][방언]	VV	00_00_00	쳐다보다	4, 5, 6, 7, 9, 12
치두손님	[명사][방언]	NNG	00_00_00	천연두	7, 8
치들다	[동사][방언]	VV	02_01_00	쳐들다	7
치떡	[명사][방언]	NNG	00_00_00	취떡	7
치레기	[명사][방언]	NNG	00_00_00	찌꺼기	6, 7
치로	[명사][방언]	NNG	00_00_00	치료	4, 7, 11, 12, 13, 14, 15, 16, 18, 19
치룸하다	[형용사][방언]	VA	00_00_00	골막하다	7
치매	[명사][방언]	NNG	01_00_00	키	7
치매때	[명사][방언]	NNG	00_00_00	키	6, 7
치맷대	[명사][방언]	NNG	00_00_00	키	6, 7
치목	[명사][방언]	NNG	01_00_00	키	6, 7
치바다보다	[동사][방언]	VV	00_00_00	쳐다보다	6, 7
치쌀	[명사][방언]	NNG	00_00_00	좁쌀	7, 20
치웁다	[형용사][방언]	VA	00_00_00	춥다	6, 7
치이	[명사][방언]	NNG	00_00_00	어레미	7
칙	[명사][방언]	NNG	01_00_00	책	7
칙	[명사][의존][방언]	NNB	03_00_00	척	7
칙간	[명사][방언]	NNG	00_00_00	측간	4, 5, 6, 7, 8, 9, 11, 15, 18
칙상	[명사][방언]	NNG	00_00_00	책상	7
칙수	[명사][방언]	NNG	00_00_00	치수	7
칙은하다	[형용사][방언]	VA	00_00_00	측은하다	7
칙하다	[동사][보조][방언]	VX	00_00_00	척하다	7
친달래	[명사][방언]	NNG	00_00_00	진달래	7, 20
친사춘	[명사][방언]	NNG	00_00_00	친사촌	6, 7, 21
친손지	[명사][방언]	NNG	00_00_00	친손자	7
칠개이	[명사][방언]	NNG	02_00_00	잠자리	7
칠개이	[명사][방언]	NNG	01_00_00	칡	4, 7, 12
칠개이넘풀	[명사][방언]	NNG	00_00_00	칡넝쿨	7
칠개이덤풀	[명사][방언]	NNG	00_00_00	칡덩굴	7
